,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects
71988,PG74921,Lucy Harding : $b a romance of Russia,"Holmes, Mary Jane",1825.0,1907.0,['en'],192,"{'Americans -- Russia -- Fiction', 'Middle age -- Fiction', 'Women travelers -- Fiction', 'Man-woman relationships -- Fiction'}"
67502,PG70883,"Doctor Hathern's daughters : $b A story of Virginia, in four parts","Holmes, Mary Jane",1825.0,1907.0,['en'],119,"{'Domestic fiction', 'Mate selection -- Fiction', 'Twins -- Fiction', 'Virginia -- Fiction', 'Americans -- Europe -- Fiction', 'Man-woman relationships -- Fiction', 'Sisters -- Fiction'}"
30483,PG37476,Jessie Graham,"Holmes, Mary Jane",1825.0,1907.0,['en'],84,{'Fiction'}
71948,PG74886,Rena's experiment,"Holmes, Mary Jane",1825.0,1907.0,['en'],164,"{'Impostors and imposture -- Fiction', 'Domestic fiction', 'New England -- Fiction', 'Wills -- Fiction', 'Man-woman relationships -- Fiction'}"
29065,PG3619,Cousin Maude,"Holmes, Mary Jane",1825.0,1907.0,['en'],135,"{'Families -- Fiction', 'New York (State) -- Fiction'}"
72419,PG75309,Paul Ralston : $b A novel,"Holmes, Mary Jane",1825.0,1907.0,['en'],697,{'American fiction -- 19th century'}
67594,PG70966,The Tracy diamonds,"Holmes, Mary Jane",1825.0,1907.0,['en'],141,{'American fiction -- 19th century'}
67047,PG70473,Forrest House : $b A novel,"Holmes, Mary Jane",1825.0,1907.0,['en'],112,"{'Popular literature', 'American fiction -- 19th century', 'Dime novels'}"
66408,PG69870,Rose Mather: A tale,"Holmes, Mary Jane",1825.0,1907.0,['en'],74,"{'United States -- History -- Civil War, 1861-1865 -- Fiction'}"
2334,PG12104,Ethelyn's Mistake,"Holmes, Mary Jane",1825.0,1907.0,['en'],166,"{'Married people -- Fiction', 'United States -- Social life and customs -- Fiction'}"
66495,PG69954,"The Cameron pride; or, purified by suffering : $b A novel","Holmes, Mary Jane",1825.0,1907.0,['en'],145,{'American fiction -- 19th century'}
67742,PG71099,"Maggie Lee! : $b Bad spelling, Diamonds, The answered prayer","Holmes, Mary Jane",1825.0,1907.0,['en'],93,"{'American fiction -- 19th century', 'Short stories, American'}"
4303,PG13878,"The English Orphans; Or, A Home in the New World","Holmes, Mary Jane",1825.0,1907.0,['en'],204,{'Orphans -- Fiction'}
6829,PG16150,Miss McDonald,"Holmes, Mary Jane",1825.0,1907.0,['en'],90,"{'Marriage -- Fiction', 'Divorce -- Fiction', 'Man-woman relationships -- Fiction'}"
67513,PG70893,"The abandoned farm, and Connie's mistake","Holmes, Mary Jane",1825.0,1907.0,['en'],137,{'American fiction -- 20th century'}
67419,PG70808,Edith Lyle : $b A novel,"Holmes, Mary Jane",1825.0,1907.0,['en'],150,"{'Mothers and daughters -- Fiction', 'Man-woman relationships -- Fiction', 'Young women -- Fiction'}"
18603,PG26778,The Ocean Wireless Boys and the Naval Code,"Goldfrap, John Henry",1879.0,1917.0,['en'],149,"{'United States. Navy -- Juvenile fiction', 'Telegraph, Wireless -- Juvenile fiction'}"
66269,PG6973,"The Boy Aviators' Polar Dash; or, Facing Death in the Antarctic","Goldfrap, John Henry",1879.0,1917.0,['en'],132,{'Antarctica -- Discovery and exploration -- Juvenile fiction'}
45069,PG50602,The Boy Scouts at the Canadian Border,"Goldfrap, John Henry",1879.0,1917.0,['en'],73,"{'Sabotage -- Juvenile fiction', 'World War, 1914-1918 -- United States -- Juvenile fiction', 'Boy Scouts of America -- Juvenile fiction', 'Canadian-American Border Region -- Juvenile fiction', 'Maine -- Juvenile fiction'}"
22169,PG29991,The Boy Scouts on Belgian Battlefields,"Goldfrap, John Henry",1879.0,1917.0,['en'],88,"{'Boy Scouts of America -- Juvenile fiction', 'World War, 1914-1918 -- Juvenile fiction', 'Belgium -- Juvenile fiction'}"
2343,PG12112,The Boy Scouts of the Eagle Patrol,"Goldfrap, John Henry",1879.0,1917.0,['en'],110,"{'Long Island (N.Y.) -- Juvenile fiction', 'Boy Scouts of America -- Juvenile fiction', 'Boats and boating -- Juvenile fiction'}"
47329,PG52637,The Dreadnought Boys on Aero Service,"Goldfrap, John Henry",1879.0,1917.0,['en'],85,{'United States. Navy -- Juvenile fiction'}
46178,PG51600,The Border Boys Along the St. Lawrence,"Goldfrap, John Henry",1879.0,1917.0,['en'],80,"{'Motorboats -- Juvenile fiction', 'Saint Lawrence River -- Juvenile fiction'}"
39651,PG45727,The Boy Aviators with the Air Raiders: A Story of the Great World War,"Goldfrap, John Henry",1879.0,1917.0,['en'],138,"{'World War, 1914-1918 -- Juvenile fiction'}"
35625,PG42102,The Boy Scouts' Mountain Camp,"Goldfrap, John Henry",1879.0,1917.0,['en'],113,"{'Long Island (N.Y.) -- Juvenile fiction', 'Boy Scouts of America -- Juvenile fiction', 'Boats and boating -- Juvenile fiction'}"
58605,PG62792,The Boy Scouts and the Army Airship,"Goldfrap, John Henry",1879.0,1917.0,['en'],104,"{'Boy Scouts of America -- Juvenile fiction', 'United States. Army. Air Corps -- Juvenile fiction', 'Aeronautics -- Juvenile fiction'}"
65544,PG6905,"The Boy Aviators in Africa; Or, an Aerial Ivory Trail","Goldfrap, John Henry",1879.0,1917.0,['en'],135,"{'Flight -- Juvenile fiction', 'Africa -- Juvenile fiction', 'Aeronautics -- Juvenile fiction'}"
55488,PG59986,The Dreadnought Boys' World Cruise,"Goldfrap, John Henry",1879.0,1917.0,['en'],72,"{'United States. Navy -- Juvenile fiction', 'Sailors -- Juvenile fiction'}"
34694,PG41265,The Ocean Wireless Boys and the Lost Liner,"Goldfrap, John Henry",1879.0,1917.0,['en'],101,"{'Telegraph, Wireless -- Juvenile fiction'}"
38292,PG44503,The Ocean Wireless Boys on the Pacific,"Goldfrap, John Henry",1879.0,1917.0,['en'],109,"{'Yachts -- Juvenile fiction', 'Yachting -- Juvenile fiction', 'Telegraph, Wireless -- Juvenile fiction'}"
10074,PG19083,The Border Boys Across the Frontier,"Goldfrap, John Henry",1879.0,1917.0,['en'],160,{'Cowboys -- Juvenile fiction'}
39135,PG45262,The Bungalow Boys in the Great Northwest,"Goldfrap, John Henry",1879.0,1917.0,['en'],89,"{'Smugglers -- Juvenile fiction', 'Inventions -- Juvenile fiction', 'Northwest, Pacific -- Juvenile fiction', 'Mystery and detective stories'}"
35596,PG42077,The Boy Scouts at the Panama Canal,"Goldfrap, John Henry",1879.0,1917.0,['en'],70,"{'Boy Scouts of America -- Juvenile fiction', 'Panama Canal (Panama) -- Juvenile fiction'}"
66040,PG69517,The ocean wireless boys of the iceberg patrol,"Goldfrap, John Henry",1879.0,1917.0,['en'],133,"{'Mystery fiction', 'Sea stories', 'Telegraph, Wireless -- Juvenile fiction', 'Adventure stories'}"
38085,PG44317,The Bungalow Boys North of Fifty-Three,"Goldfrap, John Henry",1879.0,1917.0,['en'],80,"{'Yukon River (Yukon and Alaska) -- Juvenile fiction', 'Alaska -- Juvenile fiction'}"
42477,PG48270,The Motor Rangers' Cloud Cruiser,"Goldfrap, John Henry",1879.0,1917.0,['en'],123,"{'Islands -- Juvenile fiction', 'Boats and boating -- Juvenile fiction', 'Airships -- Juvenile fiction', 'Mystery and detective stories'}"
44103,PG49734,"The Boy Aviators in Nicaragua; or, In League with the Insurgents","Goldfrap, John Henry",1879.0,1917.0,['en'],106,"{'Flight -- Juvenile fiction', 'Nicaragua -- Juvenile fiction'}"
64277,PG67898,The Bungalow Boys on the Great Lakes,"Goldfrap, John Henry",1879.0,1917.0,['en'],80,{'Great Lakes Region (North America) -- Juvenile fiction'}
42932,PG48680,The Border Boys on the Trail,"Goldfrap, John Henry",1879.0,1917.0,['en'],64,"{'Southwest, New -- Juvenile fiction'}"
32891,PG39643,The Bungalow Boys Along the Yukon,"Goldfrap, John Henry",1879.0,1917.0,['en'],86,{'Yukon River Valley (Yukon and Alaska) -- Juvenile fiction'}
24912,PG32460,The Boy Scouts for Uncle Sam,"Goldfrap, John Henry",1879.0,1917.0,['en'],153,{'Boy Scouts of America -- Juvenile fiction'}
9001,PG1810,A Second Home,"Balzac, Honoré de",1799.0,1850.0,['en'],142,{'French fiction -- Translations into English'}
7128,PG1641,The Lesser Bourgeoisie,"Balzac, Honoré de",1799.0,1850.0,['en'],238,{'French fiction -- Translations into English'}
6824,PG16146,"Petty Troubles of Married Life, Complete","Balzac, Honoré de",1799.0,1850.0,['en'],242,{'Marriage'}
5072,PG1456,An Episode under the Terror,"Balzac, Honoré de",1799.0,1850.0,['en'],210,"{'French fiction -- Translations into English', 'Historical fiction'}"
5361,PG1482,Modeste Mignon,"Balzac, Honoré de",1799.0,1850.0,['en'],187,{'French fiction -- Translations into English'}
2484,PG1223,Ursula,"Balzac, Honoré de",1799.0,1850.0,['en'],197,"{'Biographical fiction', 'Paris (France) -- Fiction', 'French fiction -- Translations into English', 'France -- Social life and customs -- 19th century -- Fiction'}"
2562,PG1230,Pierre Grassou,"Balzac, Honoré de",1799.0,1850.0,['en'],174,{'French fiction -- Translations into English'}
7338,PG1660,Scenes from a Courtesan's Life,"Balzac, Honoré de",1799.0,1850.0,['en'],451,"{'French fiction -- Translations into English', 'France -- Social life and customs -- 19th century -- Fiction'}"
49361,PG54466,"Letters to Madame Hanska, born Countess Rzewuska, afterwards Madame Honoré de Balzac, 1833-1846","Balzac, Honoré de",1799.0,1850.0,['en'],195,"{'Balzac, Honoré de, Madame, approximately 1800-1881 or 1882 -- Correspondence', 'Balzac, Honoré de, 1799-1850 -- Correspondence', 'Authors, French -- 19th century -- Correspondence'}"
54105,PG5873,Farewell,"Balzac, Honoré de",1799.0,1850.0,['en'],172,{'France -- Social life and customs -- Fiction'}
3817,PG1343,Bureaucracy,"Balzac, Honoré de",1799.0,1850.0,['en'],280,"{'France -- Politics and government -- 19th century -- Fiction', 'French fiction -- Translations into English'}"
73366,PG8150,A Street of Paris and Its Inhabitant,"Balzac, Honoré de",1799.0,1850.0,['en'],222,{'Paris (France) -- Fiction'}
3972,PG1357,Madame Firmiani,"Balzac, Honoré de",1799.0,1850.0,['en'],137,{'French fiction -- Translations into English'}
6216,PG1559,A Distinguished Provincial at Paris,"Balzac, Honoré de",1799.0,1850.0,['en'],341,"{'French fiction -- Translations into English', 'France -- Social life and customs -- 19th century -- Fiction'}"
8325,PG1749,Cousin Betty,"Balzac, Honoré de",1799.0,1850.0,['en'],529,"{'Didactic fiction', 'French fiction -- Translations into English', 'Paris (France) -- Social life and customs -- 19th century -- Fiction'}"
3505,PG13159,Lost Illusions,"Balzac, Honoré de",1799.0,1850.0,['en'],409,{'France -- Social life and customs -- 19th century -- Fiction'}
4806,PG1432,Seraphita,"Balzac, Honoré de",1799.0,1850.0,['en'],382,"{'French fiction -- Translations into English', 'France -- Social life and customs -- 19th century -- Fiction'}"
65062,PG6861,Vautrin: A Drama in Five Acts,"Balzac, Honoré de",1799.0,1850.0,['en'],118,{'French drama -- 19th century -- Translations into English'}
3828,PG1344,The Secrets of the Princesse de Cadignan,"Balzac, Honoré de",1799.0,1850.0,['en'],298,{'French fiction -- Translations into English'}
8103,PG1729,The Deserted Woman,"Balzac, Honoré de",1799.0,1850.0,['en'],192,"{'Man-woman relationships -- Fiction', 'French fiction -- Translations into English', 'Historical fiction'}"
4562,PG1410,The Commission in Lunacy,"Balzac, Honoré de",1799.0,1850.0,['en'],154,"{'Biographical fiction', 'French fiction -- Translations into English'}"
23917,PG31565,The Works of Balzac: A linked index to all Project Gutenberg editions,"Balzac, Honoré de",1799.0,1850.0,['en'],466,{'French fiction -- Translations into English'}
6890,PG16205,"The Physiology of Marriage, Complete","Balzac, Honoré de",1799.0,1850.0,['en'],468,{'Marriage -- Humor'}
5272,PG1474,The Illustrious Gaudissart,"Balzac, Honoré de",1799.0,1850.0,['en'],164,{'French fiction -- Translations into English'}
9970,PG1898,Albert Savarus,"Balzac, Honoré de",1799.0,1850.0,['en'],142,"{'French fiction -- Translations into English', 'France -- Social life and customs -- 19th century -- Fiction'}"
44834,PG50391,The Travelling Thirds,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],126,"{'Americans -- Spain -- Fiction', 'Voyages and travels -- Fiction'}"
73046,PG7863,The Avalanche: A Mystery Story,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],115,{'Detective and mystery stories'}
51443,PG56340,Tower of Ivory: A Novel,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],139,"{'Triangles (Interpersonal relations) -- Fiction', 'London (England) -- Fiction', 'Munich (Germany) -- Fiction', 'Man-woman relationships -- Fiction'}"
2991,PG12697,The Splendid Idle Forties: Stories of Old California,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],113,"{'Historical fiction, American', 'Spaniards -- California -- Fiction', 'California -- History -- To 1846 -- Fiction'}"
44587,PG50169,Hermia Suydam,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],108,"{'Widows -- Fiction', 'Families -- Fiction'}"
42355,PG48160,Life in the War Zone,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],143,"{'World War, 1914-1918 -- Personal narratives, American', 'Bienêtre du blessé, société franco-américaine pour nos combattants'}"
32669,PG39443,Mrs. Balfame: A Novel,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],114,"{'United States -- Social life and customs -- 20th century -- Fiction', 'Mystery fiction', 'Murder -- Fiction'}"
45576,PG51059,Mrs. Pendleton's Four-in-hand,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],186,"{'United States -- Social life and customs -- Fiction', 'Young women -- Fiction', 'Newport (R.I.) -- Fiction', 'Betrothal -- Fiction', 'Widows -- Fiction'}"
69849,PG72997,Transplanted : $b A novel,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],152,"{'British -- United States -- Fiction', 'Aristocracy (Social class) -- England -- Fiction', 'Spouses -- Fiction', 'Americans -- England -- Fiction', 'Man-woman relationships -- Fiction'}"
61404,PG65310,The Crystal Cup,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],133,"{'United States -- Social life and customs -- 20th century -- Fiction', 'Young women -- Fiction'}"
64634,PG68222,His fortunate Grace,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],105,"{'Children of the rich -- Fiction', 'Courtship -- Fiction', 'Romance fiction', 'United States -- Social life and customs -- 19th century -- Fiction', 'Aristocracy (Social class) -- England -- Fiction', 'Husband and wife -- Fiction'}"
3143,PG12833,What Dreams May Come,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],87,"{'Man-woman relationships -- Fiction', 'Nightmares -- Fiction'}"
56527,PG6091,Senator North,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],101,"{'Washington (D.C.) -- Fiction', 'Legislators -- Fiction', 'Political fiction'}"
24242,PG31858,Ancestors: A Novel,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],209,"{'California -- Fiction', 'British -- United States -- Fiction', 'England -- Fiction', 'Love stories', 'Political fiction'}"
65981,PG69460,Rulers of kings: A novel,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],110,{'Statesmen -- Fiction'}
69805,PG72957,"The aristocrats : $b being the impressions of the Lady Helen Pole during her sojourn in the Great North Woods as spontaneously recorded in her letters to her friend in North Britain, the Countess of Edge and Ross","Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],126,"{'British -- United States -- Fiction', 'Adirondack Mountains (N.Y.) -- Fiction', 'Man-woman relationships -- Fiction', 'Upper class -- Fiction'}"
3879,PG13496,The White Morning: A Novel of the Power of the German Women in Wartime,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],141,"{'World War, 1914-1918 -- Germany -- Fiction', 'Germany -- History -- Revolution, 1918 -- Fiction', 'Women -- Germany -- Fiction'}"
3602,PG13246,The Conqueror: Being the True and Romantic Story of Alexander Hamilton,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],121,"{'Hamilton, Alexander, 1757-1804 -- Fiction'}"
2518,PG12270,The Doomswoman: An Historical Romance of Old California,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],79,"{'Western stories', 'Historical fiction', 'California -- Fiction'}"
17235,PG25542,Black Oxen,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],163,{'American fiction -- 20th century'}
73793,PG8535,The Sisters-In-Law: A Novel of Our Time,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],146,"{'San Francisco (Calif.) -- Fiction', 'France -- Fiction'}"
47743,PG53009,Patience Sparhawk and Her Times: A Novel,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],124,{'American fiction -- 19th century'}
30032,PG3706,The Valiant Runaways,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],123,{'California -- Social life and customs -- Fiction'}
53198,PG57922,Julia France and Her Times: A Novel,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],120,"{'Married women -- Fiction', 'Suffragists -- Fiction'}"
63364,PG67075,A Whirl Asunder,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],88,"{'Triangles (Interpersonal relations) -- Fiction', 'Betrothal -- Fiction', 'Man-woman relationships -- Fiction', 'California -- Social life and customs -- 19th century -- Fiction'}"
27696,PG34967,"The Descent of Man and Selection in Relation to Sex, Vol. I","Darwin, Charles",1809.0,1882.0,['en'],268,"{'Sex differences', 'Sexual selection in animals', 'Sexual dimorphism (Animals)', 'Evolution (Biology)', 'Human beings -- Origin'}"
37143,PG4346,The Effects of Cross & Self-Fertilisation in the Vegetable Kingdom,"Darwin, Charles",1809.0,1882.0,['en'],176,"{'Plants -- Variation', 'Pollination', 'Fertilization of plants'}"
19293,PG2739,More Letters of Charles Darwin — Volume 1: A Record of His Work in a Series of Hitherto Unpublished Letters,"Darwin, Charles",1809.0,1882.0,['en'],1114,"{'Darwin, Charles, 1809-1882 -- Correspondence', 'Naturalists -- Great Britain -- Correspondence', 'Evolution (Biology)'}"
29422,PG36520,"The Descent of Man and Selection in Relation to Sex, Vol. II (1st Edition)","Darwin, Charles",1809.0,1882.0,['en'],186,"{'Sex differences', 'Sexual selection in animals', 'Sexual dimorphism (Animals)', 'Evolution (Biology)', 'Human beings -- Origin'}"
14148,PG22764,On the Origin of Species by Means of Natural Selection: or the Preservation of Favoured Races in the Struggle for Life. (2nd edition),"Darwin, Charles",1809.0,1882.0,['en'],308,"{'Natural selection', 'Evolution (Biology)'}"
12067,PG2088,Life and Letters of Charles Darwin — Volume 2,"Darwin, Charles",1809.0,1882.0,['en'],1146,"{'Naturalists -- Great Britain -- Correspondence', 'Naturalists -- Great Britain -- Biography', 'Darwin, Charles, 1809-1882'}"
65641,PG69147,Darwinism stated by Darwin himself: Characteristic passages from the writings of Charles Darwin,"Darwin, Charles",1809.0,1882.0,['en'],157,{'Evolution (Biology)'}
54102,PG58737,Index of the Project Gutenberg Works of Charles Darwin,"Darwin, Charles",1809.0,1882.0,['en'],202,{'Indexes'}
31764,PG38629,"Charles Darwin: His Life Told in an Autobiographical Chapter, and in a Selected Series of His Published Letters","Darwin, Charles",1809.0,1882.0,['en'],242,"{'Naturalists -- Great Britain -- Correspondence', 'Naturalists -- Great Britain -- Biography', 'Darwin, Charles, 1809-1882 -- Correspondence', 'Darwin, Charles, 1809-1882'}"
31154,PG3807,The Different Forms of Flowers on Plants of the Same Species,"Darwin, Charles",1809.0,1882.0,['en'],189,"{'Plant physiology', 'Plants -- Variation', 'Heterostylism', 'Pollination', 'Fertilization of plants'}"
16476,PG2485,The Movements and Habits of Climbing Plants,"Darwin, Charles",1809.0,1882.0,['en'],241,"{'Geotropism', 'Plants -- Irritability and movements', 'Plants', 'Climbing plants'}"
52906,PG5765,Insectivorous Plants,"Darwin, Charles",1809.0,1882.0,['en'],195,"{'Plants -- Assimilation', 'Carnivorous plants'}"
11190,PG2009,"The Origin of Species by Means of Natural Selection: Or, the Preservation of Favoured Races in the Struggle for Life, 6th Edition","Darwin, Charles",1809.0,1882.0,['en'],2103,"{'Natural selection', 'Evolution (Biology)'}"
2528,PG1227,The Expression of the Emotions in Man and Animals,"Darwin, Charles",1809.0,1882.0,['en'],1373,"{'Expression', 'Instinct', 'Emotions', 'Psychology, Comparative'}"
74782,PG944,The Voyage of the Beagle,"Darwin, Charles",1809.0,1882.0,['en'],1331,"{'South America -- Discovery and exploration', 'Natural history', 'Voyages around the world -- History -- 19th century', 'Geology', 'Beagle Expedition (1831-1836)'}"
40408,PG46408,"A Monograph on the Sub-class Cirripedia (Volume 2 of 2): The Balanidæ, (or Sessile Cirripedes); the Verrucidæ, etc., etc.","Darwin, Charles",1809.0,1882.0,['en'],136,"{'Balanidae', 'Cirripedia'}"
20770,PG2872,The Variation of Animals and Plants under Domestication — Volume 2,"Darwin, Charles",1809.0,1882.0,['en'],209,"{'Variation (Biology)', 'Domestic animals', 'Plants, Cultivated'}"
33544,PG4022,Coral Reefs; Volcanic Islands; South American Geology — Complete,"Darwin, Charles",1809.0,1882.0,['en'],189,"{'Islands', 'Geology -- South America', 'Volcanoes', 'Coral reefs and islands', 'Beagle Expedition (1831-1836)'}"
23909,PG31558,"A Monograph on the Sub-class Cirripedia (Volume 1 of 2): The Lepadidae; Or, Pedunculated Cirripedes","Darwin, Charles",1809.0,1882.0,['en'],163,"{'Lepadidae', 'Cirripedia'}"
15032,PG2355,The Formation of Vegetable Mould Through the Action of Worms: With Observations on Their Habits,"Darwin, Charles",1809.0,1882.0,['en'],340,"{'Earthworms', 'Soils', 'Humification'}"
51132,PG5605,The Power of Movement in Plants,"Darwin, Charles",1809.0,1882.0,['en'],266,"{'Botany', 'Geotropism', 'Plants -- Irritability and movements'}"
11202,PG2010,The Autobiography of Charles Darwin,"Darwin, Charles",1809.0,1882.0,['en'],569,"{'Naturalists -- Great Britain -- Biography', 'Darwin, Charles, 1809-1882. On the origin of species', 'Darwin, Charles, 1809-1882'}"
2539,PG1228,"On the Origin of Species By Means of Natural Selection: Or, the Preservation of Favoured Races in the Struggle for Life","Darwin, Charles",1809.0,1882.0,['en'],7552,"{'Natural selection', 'Evolution (Biology)'}"
29077,PG3620,Geological Observations on South America,"Darwin, Charles",1809.0,1882.0,['en'],166,"{'Paleontology', 'Geology -- South America', 'Mollusks, Fossil -- South America', 'Beagle Expedition (1831-1836)'}"
30010,PG3704,"Journal of Researches into the Natural History and Geology of the Countries Visited During the Voyage Round the World of H.M.S. Beagle Under the Command of Captain Fitz Roy, R.N.","Darwin, Charles",1809.0,1882.0,['en'],514,"{'South America -- Discovery and exploration', 'Natural history', 'Voyages around the world -- History -- 19th century', 'Geology', 'Beagle Expedition (1831-1836)'}"
6513,PG15867,The Little Colonel's Chum: Mary Ware,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],161,{'Girls -- Juvenile fiction'}
7875,PG17094,The Story of the Red Cross as told to The Little Colonel,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],110,{'Red Cross and Red Crescent -- Juvenile literature'}
8247,PG17429,The Story of Dago,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],370,{'Monkeys -- Juvenile fiction'}
33695,PG40366,Mary Ware in Texas,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],124,"{'Young women -- Juvenile fiction', 'Texas -- Juvenile fiction'}"
12465,PG21248,The Little Colonel: Maid of Honor,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],142,"{'Kentucky -- Juvenile fiction', 'Weddings -- Juvenile fiction'}"
33803,PG40463,The Little Colonel's Holidays,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],111,"{'Family -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Thanksgiving Day -- Juvenile fiction', 'Christmas stories', 'Social values -- Juvenile fiction', 'Kentucky -- Social life and customs -- Juvenile fiction', 'Entertaining -- Juvenile fiction'}"
8685,PG17825,The Legend of the Bleeding-heart,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],93,{'Fairy tales'}
32889,PG39641,Georgina's Service Stars,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],158,"{'Bildungsromans', 'World War, 1914-1918 -- Juvenile fiction', 'War stories', 'First loves -- Juvenile fiction', 'New England -- Social life and customs -- Juvenile fiction', 'Participation -- Juvenile fiction', 'Diaries -- Juvenile fiction'}"
9427,PG18496,Big Brother,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],161,"{'Sick -- Juvenile fiction', 'Aunts -- Juvenile fiction', 'Siblings -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Adopted children -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Pets -- Juvenile fiction'}"
33802,PG40462,It Was the Road to Jericho,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],135,"{'Good Samaritan (Parable) -- Poetry', 'World War, 1914-1918 -- Poetry'}"
2570,PG12317,Two Little Knights of Kentucky,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],150,"{'Knights and knighthood -- Juvenile fiction', 'Kentucky -- Juvenile fiction', 'Generosity -- Juvenile fiction'}"
32604,PG39385,"The Jester's Sword: How Aldebaran, the King's Son Wore the Sheathed Sword of Conquest","Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],99,"{'Swords -- Juvenile fiction', 'Fairy tales', 'Courage -- Juvenile fiction', 'Princes -- Juvenile fiction'}"
74735,PG9407,The Little Colonel,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],191,"{'United States -- History -- Civil War, 1861-1865 -- Juvenile fiction', 'Grandfathers -- Juvenile fiction', 'Kentucky -- Juvenile fiction', 'Farm life -- Kentucky -- Juvenile fiction'}"
32277,PG39090,"Travelers Five Along Life's Highway: Jimmy, Gideon Wiggan, the Clown, Wexley Snathers, Bap. Sloan","Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],92,"{'West (U.S.) -- Fiction', 'Short stories, American'}"
17718,PG25978,"Flip's ""Islands of Providence""","Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],100,"{'Villages -- Fiction', 'City and town life -- Fiction', 'Siblings -- Fiction'}"
32213,PG39032,Songs Ysame,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],76,{'American poetry'}
32835,PG39593,"Aunt 'Liza's Hero, and Other Stories","Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],86,"{'Conduct of life -- Juvenile fiction', ""Children's stories"", 'Youth -- Conduct of life -- Juvenile fiction'}"
17983,PG26215,The Little Colonel's Christmas Vacation,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],162,"{'Girls -- Juvenile fiction', 'Christmas -- Juvenile fiction', 'Boarding schools -- Juvenile fiction'}"
6374,PG15741,The Little Colonel's House Party,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],211,"{'Girls -- Juvenile fiction', 'Kentucky -- Social life and customs -- 19th century -- Juvenile fiction'}"
33874,PG40527,In League with Israel: A Tale of the Chattanooga Conference,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],143,{'Epworth League (U.S.) -- Fiction'}
32833,PG39591,Keeping Tryst: A Tale of King Arthur's Time,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],76,{'Knights and knighthood -- Juvenile fiction'}
8009,PG17214,The Quilt that Jack Built; How He Won the Bicycle,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],100,{'Conduct of life -- Juvenile fiction'}
15783,PG24235,Mary Ware's Promised Land,"Johnston, Annie F. (Annie Fellows)",1863.0,1931.0,['en'],168,{'Young women -- Juvenile fiction'}
